text,href,twebsite
财政税务学院,https://cs.dufe.edu.cn/,https://cs.dufe.edu.cn//content_46640.html
创新创业学院,https://ies.dufe.edu.cn/,https://ies.dufe.edu.cn//szdw/szgk/
法学院,https://law.dufe.edu.cn/,https://law.dufe.edu.cn/teacher/jjfx/
工商管理学院,https://sba.dufe.edu.cn ,https://sba.dufe.edu.cn/szyj/szgk/
公共管理学院,http://spa.dufe.edu.cn/  ,https://spa.dufe.edu.cn/szdw/szgk/
管理科学与工程学院,https://smse.dufe.edu.cn/,https://smse.dufe.edu.cn//szdw/szgk/
国际经济贸易学院,https://ciet.dufe.edu.cn/,https://ciet.dufe.edu.cn/szdw/js/
国际商务外语学院,http://sibc.dufe.edu.cn/ ,https://sibc.dufe.edu.cn/szdw/szgk/
国际商学院,https://ibc.dufe.edu.cn  ,https://ibc.dufe.edu.cn/szyky/szdw/
金融学院,http://sf.dufe.edu.cn ,https://sf.dufe.edu.cn/szdw/bd/
经济学院,http://econ.dufe.edu.cn,https://econ.dufe.edu.cn/teachers/lljjx/
金融科技学院,http://sft.dufe.edu.cn  ,https://sft.dufe.edu.cn/szdw/zzjs/
会计学院,http://kjxy.dufe.edu.cn/ ,https://kjxy.dufe.edu.cn/szdw/szgk/
旅游与酒店管理学院,http://sthm.dufe.edu.cn/  ,https://sthm.dufe.edu.cn/rcdw/zzsz/lyglx/
马克思主义学院,http://malie.dufe.edu.cn/  ,https://malie.dufe.edu.cn/jsfc/xjpxsd/
人文与传播学院,http://cjc.dufe.edu.cn/  ,https://cjc.dufe.edu.cn/szdw/js/
萨里国际学院,https://surrey.dufe.edu.cn/  ,https://surrey.dufe.edu.cn/jzyg/rkjs/xszm/
数据科学与人工智能学院,http://dsai.dufe.edu.cn/  ,https://dsai.dufe.edu.cn/szdw/szgk/
统计学院,http://stat.dufe.edu.cn/  ,https://stat.dufe.edu.cn/szyyjjg/sz/
投资工程管理学院,http://tz.dufe.edu.cn   ,https://tz.dufe.edu.cn/szdw/
