text,href,twebsite
经管学院,https://sme.cuhk.edu.cn/,https://sme.cuhk.edu.cn///teacher-search
理工学院,https://sse.cuhk.edu.cn/,https://sse.cuhk.edu.cn/teacher-search
人文社科学院,https://hss.cuhk.edu.cn/,https://hss.cuhk.edu.cn///teacher-search
数据科学学院,https://sds.cuhk.edu.cn/,https://sds.cuhk.edu.cn///teacher-search
医学院,https://med.cuhk.edu.cn,https://med.cuhk.edu.cn//teacher-search
音乐学院,https://music.cuhk.edu.cn,https://music.cuhk.edu.cn//teacher-search
经管学院,https://sme.cuhk.edu.cn/,https://sme.cuhk.edu.cn///teacher-search
