text,href,twebsite
基础医学院,http://basic.cqmu.edu.cn/,http://basic.cqmu.edu.cn//szdw1/rcdw.htm
检验医学院,http://jyx.cqmu.edu.cn,http://jyx.cqmu.edu.cn/szdw1/zgzcry.htm
公共卫生学院,http://gwgl.cqmu.edu.cn/,http://gwgl.cqmu.edu.cn//szdw/szbsh.htm
药学院,http://yxy.cqmu.edu.cn,http://yxy.cqmu.edu.cn/szdw/szjs.htm
生物医学工程学院,http://swyxgcxy.cqmu.edu.cn,https://swyxgcxy.cqmu.edu.cn/yjsjy/dsfc.htm
中医药学院,http://zyy.cqmu.edu.cn/,https://zyy.cqmu.edu.cn/kxyj/bssds.htm
马克思主义学院,http://sxzzjyxy.cqmu.edu.cn,http://sxzzjyxy.cqmu.edu.cn/szdw/szgk.htm
外国语学院,http://foreign.cqmu.edu.cn/,https://foreign.cqmu.edu.cn/fyss/dsjj.htm
医学信息学院,http://mi.cqmu.edu.cn,https://mi.cqmu.edu.cn/xyjs/dsfc.htm
护理学院,http://nursing.cqmu.edu.cn/,http://nursing.cqmu.edu.cn//xz/jxky/szdw.htm
国际医学院,http://imc.cqmu.edu.cn/index.html,https://imc.cqmu.edu.cn/?lang=cn#/teacher/index/33
体育医学学院,http://tgb.cqmu.edu.cn,https://tgb.cqmu.edu.cn/jsjs.htm
口腔医学院,http://www.cqdent.com/,https://www.cqdent.com/html/dsjj/
第五临床学院,http://www.ychcqmu.com/,https://www.ychcqmu.com/education_szdw/
