text,href,twebsite
文学院,http://wxy.jsnu.edu.cn ,http://wxy.jsnu.edu.cn/msfc/list.htm
语言科学与艺术学院,http://yky.jsnu.edu.cn,http://yky.jsnu.edu.cn/szdw/list.htm
历史文化与旅游学院,http://lwl.jsnu.edu.cn,http://lwl.jsnu.edu.cn//4533/list.htm
公共管理与社会学院,http://zxgg.jsnu.edu.cn ,http://zxgg.jsnu.edu.cn/qbsz/list.htm
法学院,http://law.jsnu.edu.cn,http://law.jsnu.edu.cn/szdw_10948/list.htm
马克思主义学院,http://marx.jsnu.edu.cn ,http://marx.jsnu.edu.cn/szdw/list.htm
外国语学院,http://foreign.jsnu.edu.cn ,http://foreign.jsnu.edu.cn/szdw/list.htm
教育科学学院 （教师教育学院）,http://edu.jsnu.edu.cn ,http://edu.jsnu.edu.cn/17/22/c10895a202530/page.htm
数学与统计学院,http://maths.jsnu.edu.cn ,http://maths.jsnu.edu.cn/_t1395/main.htm
物理与电子工程学院,http://phy.jsnu.edu.cn ,http://phy.jsnu.edu.cn/dsdw/list.htm
化学与材料科学学院,http://chem.jsnu.edu.cn ,http://chem.jsnu.edu.cn/5479/list.htm
生命科学学院,http://bio.jsnu.edu.cn ,http://bio.jsnu.edu.cn/16461/list.htm
地理测绘与城乡规划学院,http://uec.jsnu.edu.cn ,http://uec.jsnu.edu.cn/4907/list.htm
体育学院（足球学院）,http://tyxy.jsnu.edu.cn ,http://tyxy.jsnu.edu.cn/xrjs/list.htm
美术学院,http://art.jsnu.edu.cn ,http://art.jsnu.edu.cn/59/8e/c6276a285070/page.htm
传媒与影视学院,http://media.jsnu.edu.cn ,http://media.jsnu.edu.cn/szll/list.htm
商学院,http://sxy.jsnu.edu.cn ,http://sxy.jsnu.edu.cn/szdw2/list.htm
江苏圣理工学院－中俄学院,http://gjsxy.jsnu.edu.cn ,http://gjsxy.jsnu.edu.cn/zg/list.htm
智慧教育学院（计算机科学与技术学院 ）,http://eit.jsnu.edu.cn/,http://eit.jsnu.edu.cn///qbsz/list.htm
机电工程学院,http://jdxy.jsnu.edu.cn/,http://jdxy.jsnu.edu.cn///6741/list.htm
电气工程及自动化学院,http://dqxy.jsnu.edu.cn/,http://dqxy.jsnu.edu.cn///szdw/list.htm
科文学院,http://kwxy.jsnu.edu.cn ,http://kwxy.jsnu.edu.cn/szdw_17454/list.htm
国际学院,http://international.jsnu.edu.cn ,http://international.jsnu.edu.cn/szjs_11765/list.htm
