text,href,twebsite
地球科学与资源学院,https://sesr.cugb.edu.cn/,https://sesr.cugb.edu.cn///c/2019/12/06/599012.shtml
工程技术学院,https://set.cugb.edu.cn/,https://set.cugb.edu.cn///szdw/szgk/
材料科学与工程学院,https://smst.cugb.edu.cn/,https://smst.cugb.edu.cn///szdw/szgk/
信息工程学院,https://sie.cugb.edu.cn/,https://sie.cugb.edu.cn///szll/szgk/
水资源与环境学院,https://swre.cugb.edu.cn/,https://swre.cugb.edu.cn/szdw/szgk/
经济管理学院,https://sem.cugb.edu.cn/,https://sem.cugb.edu.cn///szdw/jjxjysjs/
外国语学院,http://sfl.cugb.edu.cn/,https://sfl.cugb.edu.cn/szgk.jhtml
地球物理与信息技术学院,https://sgit.cugb.edu.cn/,https://sgit.cugb.edu.cn/szdw/szgk/
土地科学技术学院,https://slst.cugb.edu.cn/,https://slst.cugb.edu.cn///jgsz/jxjg/szdw/szgk/
马克思主义学院,https://sm.cugb.edu.cn/,https://sm.cugb.edu.cn///szdw/szgk/
