text,href,twebsite
土木工程学院,http://civil.swjtu.edu.cn/,https://faculty.swjtu.edu.cn/xyjslb.jsp?urltype=tsites.CollegeTeacherList&wbtreeid=1003&st=0&id=2055&lang=zh_CN#collegeteacher%22
机械工程学院,http://sme.swjtu.edu.cn/,http://sme.swjtu.edu.cn//dwjl/szjl.htm
电气工程学院,http://dqxy.swjtu.edu.cn/,http://dqxy.swjtu.edu.cn//szdw1/jsml.htm
信息科学与技术学院,http://sist.swjtu.edu.cn/,https://sist.swjtu.edu.cn/pc/EQbGoMkT01DQPV4-3FaGPio?type=0&lang=cn
计算机与人工智能学院,https://scai.swjtu.edu.cn,https://scai.swjtu.edu.cn/web/page-module.html?mid=7B752664336609E7
经济管理学院,http://glxy.swjtu.edu.cn/,http://glxy.swjtu.edu.cn//info/1331/31234.htm
外国语学院,http://sfl.swjtu.edu.cn/,https://sfl.swjtu.edu.cn/zgzj1/szjs.htm
交通运输与物流学院,http://ctt.swjtu.edu.cn/,http://ctt.swjtu.edu.cn//../yethan/WebIndexAction?setAction=faculty
材料科学与工程学院,http://clxy.swjtu.edu.cn/,http://clxy.swjtu.edu.cn//ysypt/szdw.htm
地球科学与工程学院,http://gsee.swjtu.edu.cn/,http://gsee.swjtu.edu.cn//szjj.htm
建筑学院,http://jzxy.swjtu.edu.cn/,http://jzxy.swjtu.edu.cn//szdw.htm
环境科学与工程学院,https://ese.swjtu.edu.cn/ ,https://ese.swjtu.edu.cn/xygk/szdw.htm
设计艺术学院,https://design.swjtu.edu.cn,https://faculty.swjtu.edu.cn/xyjslb.jsp?urltype=tsites.CollegeTeacherList&wbtreeid=1003&st=0&id=2793&lang=zh_CN#collegeteacher
物理科学与技术学院,http://phys.swjtu.edu.cn,http://phys.swjtu.edu.cn/info/1167/3694.htm
人文学院,http://rwxy.swjtu.edu.cn/,https://rwxy.swjtu.edu.cn/szll1.htm
公共管理学院,http://gg.swjtu.edu.cn/,http://gg.swjtu.edu.cn//xygk/szdw.htm
医学院,http://cm.swjtu.edu.cn,http://cm.swjtu.edu.cn/szdw/swyxgc.htm
生命科学与工程学院,http://bioeng.swjtu.edu.cn/,https://bioeng.swjtu.edu.cn/xygk/szdw.htm
化学学院,http://chem.swjtu.edu.cn,https://chem.swjtu.edu.cn/xygk/szdw.htm
力学与航空航天学院,http://lixue.swjtu.edu.cn,http://lixue.swjtu.edu.cn/szll/szjj.htm
数学学院,http://maths.swjtu.edu.cn/,http://maths.swjtu.edu.cn//sztd/szjj.htm
马克思主义学院,http://zzxy.swjtu.edu.cn/,https://zzxy.swjtu.edu.cn/xyjj/szdw.htm
体育学院,http://sports.swjtu.edu.cn/,https://sports.swjtu.edu.cn/xygk/szdw.htm
利兹学院,http://leeds.swjtu.edu.cn,http://leeds.swjtu.edu.cn/jwxx/szll.htm
茅以升学院（与教务处合署）,http://mys.swjtu.edu.cn,https://mys.swjtu.edu.cn/xygk/szdw.htm
智慧城市与交通学院/城市轨道交通学院,https://iscit.swjtu.edu.cn,https://iscit.swjtu.edu.cn/szdw/szml.htm
