text,href,twebsite
林学院,http://lxy.bjfu.edu.cn/,http://lxy.bjfu.edu.cn//https://lxy.bjfu.edu.cn/szdw/276113.html
水土保持学院,http://shuibao.bjfu.edu.cn/,http://shuibao.bjfu.edu.cn//szdw/szgk/index.html
生物科学与技术学院,http://biology.bjfu.edu.cn/,http://biology.bjfu.edu.cn//szdw/index.html
园林学院,http://sola.bjfu.edu.cn/,http://sola.bjfu.edu.cn//cn/teachers/office/index.html
经济管理学院,http://em.bjfu.edu.cn/,http://em.bjfu.edu.cn//szjj/szgk/index.htm
工学院,http://gxy.bjfu.edu.cn/,https://gxy.bjfu.edu.cn/jiaozhiyuangong/
材料科学与技术学院,http://clxy.bjfu.edu.cn/,http://clxy.bjfu.edu.cn//szdw/rcjh/index.html
人文社会科学学院,http://renwen.bjfu.edu.cn/,http://renwen.bjfu.edu.cn//szdw/fxx/index.html
外语学院,http://waiyu.bjfu.edu.cn/,https://waiyu.bjfu.edu.cn/szdw1/378790.html
信息学院,http://it.bjfu.edu.cn/,https://it.bjfu.edu.cn/szdw/szgk/index.html
理学院,http://cos.bjfu.edu.cn/,http://cos.bjfu.edu.cn//szdw/index.html
生态与自然保护学院,http://zrbhq.bjfu.edu.cn/,https://styzrbh.bjfu.edu.cn/szdw/szgk/326297.html
环境科学与工程学院,http://hjxy.bjfu.edu.cn/,http://hjxy.bjfu.edu.cn//szdw/szgkn/index.html
艺术设计学院,http://ad.bjfu.edu.cn/,http://ad.bjfu.edu.cn//szdw/szgk/index.htm
马克思主义学院,http://marxism.bjfu.edu.cn/,https://marxism.bjfu.edu.cn/szdw/jsjj/index.html
草业与草原学院,http://cxy.bjfu.edu.cn/,http://cxy.bjfu.edu.cn//szdw/szgk/317437.html
体育教学部,http://sports.bjfu.edu.cn/,http://sports.bjfu.edu.cn//jyjx/sztd/index.html
