text,href,twebsite
城市建设学院,https://cjxy.wust.edu.cn/,https://cjxy.wust.edu.cn//szdw.htm
管理学院（恒大管理学院）,https://som.wust.edu.cn/,https://som.wust.edu.cn//szdw.htm
国际学院,https://wis.wust.edu.cn/,https://wis.wust.edu.cn//szdw.htm
化学与化工学院,https://hxyhg.wust.edu.cn/,https://hxyhg.wust.edu.cn//szdw.htm
机械自动化学院,https://jxzdh.wust.edu.cn/,https://jxzdh.wust.edu.cn//szdw1.htm
计算机科学与技术学院,https://jsjkx.wust.edu.cn/,https://jsjkx.wust.edu.cn//szdw.htm
理学院,https://lixueyuan.wust.edu.cn/,https://lixueyuan.wust.edu.cn//szdw.htm
马克思主义学院,https://my.wust.edu.cn/,https://my.wust.edu.cn//xygk/szdw.htm
汽车与交通工程学院,https://qcyjt.wust.edu.cn/,https://qcyjt.wust.edu.cn//szdw.htm
生命科学与健康学院,https://smkx.wust.edu.cn/,https://smkx.wust.edu.cn//szdw.htm
体育学院,https://tyxy.wust.edu.cn/,https://tyxy.wust.edu.cn//szdw.htm
外国语学院,https://wgy.wust.edu.cn/,https://wgy.wust.edu.cn//szdw.htm
法学与经济学院,https://fxyjj.wust.edu.cn/,https://fxyjj.wust.edu.cn//szdw.htm
信息科学与工程学院（人工智能学院）,https://xxkx.wust.edu.cn/,https://xxkx.wust.edu.cn//szdw.htm
医学院,https://yxy.wust.edu.cn/,https://yxy.wust.edu.cn//szdw.htm
公共卫生学院,https://sph.wust.edu.cn/,https://sph.wust.edu.cn//szdw.htm
艺术与设计学院,https://ysysj.wust.edu.cn/,https://ysysj.wust.edu.cn//szdw.htm
资源与环境工程学院,https://cree.wust.edu.cn/,https://cree.wust.edu.cn//szdw.htm
