text,href,twebsite
机械工程学院,http://sme.njust.edu.cn/,https://sme.njust.edu.cn/jszy/list.htm
化学与化工学院,http://sce.njust.edu.cn/,https://sce.njust.edu.cn/gccrc/list.htm
电子工程与光电技术学院,http://eoe.njust.edu.cn/,https://gsmis.njust.edu.cn/open/DsDir_View.aspx?yxsh=104
计算机科学与工程学院（人工智能学院）,http://cs.njust.edu.cn/,https://cs.njust.edu.cn/1729/list.htm
经济管理学院,http://sem.njust.edu.cn/,https://sem.njust.edu.cn/11731/list.htm
能源与动力工程学院,http://nd.njust.edu.cn/,https://nd.njust.edu.cn/1854/list.htm
自动化学院,http://au.njust.edu.cn/,https://au.njust.edu.cn/18334/list.htm
物理学院,https://physics.njust.edu.cn/,https://lxyszdw.njust.edu.cn/newLxy/index.php/Phone/Plus
外国语学院,http://sfs.njust.edu.cn/,https://sfs.njust.edu.cn/13872/list.htm
公共事务学院,http://gwy.njust.edu.cn/,https://gwy.njust.edu.cn/szdw_15320/list.htm
马克思主义学院,http://marx.njust.edu.cn/,https://marx.njust.edu.cn/13977/list.htm
材料科学与工程学院/格莱特研究院,http://smse.njust.edu.cn/,https://smse.njust.edu.cn/9171/list.htm
环境与生物工程学院,http://ebe.njust.edu.cn/,https://ebe.njust.edu.cn/17783/list.htm
设计艺术与传媒学院,http://dams.njust.edu.cn/,https://dams.njust.edu.cn/szdw/list.htm
钱学森学院,https://qxs.njust.edu.cn/,https://qxs.njust.edu.cn/9542/list.htm
知识产权学院,http://zscq.njust.edu.cn/,https://zscq.njust.edu.cn/2224/list.htm
中法工程师学院,http://sfesn.njust.edu.cn/,https://sfesn.njust.edu.cn/10334/list.htm
国际教育学院,http://sie.njust.edu.cn/,https://sie.njust.edu.cn/16901/list.htm
网络空间安全学院（江阴校区）,https://scs.njust.edu.cn/,https://scs.njust.edu.cn/szll/list.htm
智能制造学院（江阴校区）,https://sim.njust.edu.cn/,https://sim.njust.edu.cn/15645/list.htm
新能源学院（江阴校区）,https://xny.njust.edu.cn/,https://xny.njust.edu.cn/15478/list.htm
数学与统计学院,http://math.njust.edu.cn,https://math.njust.edu.cn/15500/list.htm
微电子学院（集成电路学院）,https://ic.njust.edu.cn/ ,https://ic.njust.edu.cn/wndzxx/list.htm
