text,href,twebsite
文学院,https://wxy.ahnu.edu.cn/,https://wxy.ahnu.edu.cn//szdw.htm
马克思主义学院,https://marx.ahnu.edu.cn/,https://marx.ahnu.edu.cn/szdw/zyjs.htm
法学院,https://law.ahnu.edu.cn/,https://law.ahnu.edu.cn//szdw.htm
经济管理学院,https://jgxy.ahnu.edu.cn/,https://jgxy.ahnu.edu.cn//szdw/zrjs1.htm
音乐学院,https://music.ahnu.edu.cn/,https://music.ahnu.edu.cn//szdw/jiao_zh_g/zzjzg.htm
美术学院,https://msxy.ahnu.edu.cn/,https://msxy.ahnu.edu.cn/szdw.htm
历史学院,https://history.ahnu.edu.cn/,https://history.ahnu.edu.cn//szdw/zzjg2.htm
教育科学学院（田家炳教育科学学院、学前教育学院）,https://edu.ahnu.edu.cn/,https://edu.ahnu.edu.cn//szdw1/rcch.htm
外国语学院,https://flc.ahnu.edu.cn/,https://flc.ahnu.edu.cn/szdw/fgyszcjs.htm
体育学院,https://ty.ahnu.edu.cn/,https://ty.ahnu.edu.cn//szdw1.htm
新闻与传播学院,https://chm.ahnu.edu.cn/,https://chm.ahnu.edu.cn//szdw/szdw.htm
数学与统计学院,https://math.ahnu.edu.cn/,https://math.ahnu.edu.cn/szdw/jzgml.htm
计算机与信息学院,https://ci.ahnu.edu.cn/,https://ci.ahnu.edu.cn//szdw/szgk.htm
物理与电子信息学院,https://physics.ahnu.edu.cn/,https://physics.ahnu.edu.cn//szdw/jzg.htm
化学与材料科学学院,https://chem.ahnu.edu.cn/,https://chem.ahnu.edu.cn/szdw/zzjg/xktd.htm
地理与旅游学院,https://geography.ahnu.edu.cn/,https://geography.ahnu.edu.cn/szdw/bssds.htm
生命科学学院,https://biology.ahnu.edu.cn/,https://biology.ahnu.edu.cn//szdw.htm
生态与环境学院,https://envirsci.ahnu.edu.cn/,https://envirsci.ahnu.edu.cn//szdw_/jsml.htm
国际教育学院,https://cie.ahnu.edu.cn/,https://cie.ahnu.edu.cn//xyjj/szdw.htm
