text,href,twebsite
机械工程学院,http://me.tju.edu.cn/,http://me.tju.edu.cn//faculty_overview.action?colid=2&cla=1
电气自动化与信息工程学院,http://seea.tju.edu.cn,https://seea.tju.edu.cn/szdw.htm
微电子学院,http://sme.tju.edu.cn,https://sme.tju.edu.cn/szdw/szgk.htm
建筑工程学院,http://jgxy.tju.edu.cn,http://jgxy.tju.edu.cn/szdw.htm
建筑学院,http://arch.tju.edu.cn/,http://arch.tju.edu.cn//rcpy/szdw/jzxx.htm
化工学院,http://chemeng.tju.edu.cn/,http://chemeng.tju.edu.cn///cn/szdw;jsessionid=FFAC7C30B2707F8B73B75081B0041F1D
材料科学与工程学院,http://mse.tju.edu.cn/,http://mse.tju.edu.cn//szdw1/szgk.htm
环境科学与工程学院,http://tjusee.tju.edu.cn/,http://tjusee.tju.edu.cn//sztd.htm
外国语学院,http://tjusfl.tju.edu.cn,http://tjusfl.tju.edu.cn/info/1159/3213.htm
人文艺术学院,http://rwys.tju.edu.cn,http://rwys.tju.edu.cn/szdw.htm
法学院,http://law.tju.edu.cn,http://law.tju.edu.cn/szdw/zrjs.htm
马克思主义学院,http://marxism.tju.edu.cn/,http://marxism.tju.edu.cn//szdw.htm
理学院,http://science.tju.edu.cn,http://science.tju.edu.cn/szdw/ysfc.htm
数学学院,http://math.tju.edu.cn,https://math.tju.edu.cn/szdw.htm
医学部-医学院,http://mctu.tju.edu.cn/,http://mctu.tju.edu.cn//szdw/zrjs/azcjs.htm
医学部-药物科学与技术学院,http://health.tju.edu.cn/,https://health.tju.edu.cn/People/Faculty.htm
医学部-生命科学学院,http://smxy.tju.edu.cn,http://smxy.tju.edu.cn/szdw/js_yjy1.htm
海洋科学与技术学院,http://marine.tju.edu.cn/,http://marine.tju.edu.cn//szdw.htm
地球系统科学学院,http://earth.tju.edu.cn,https://earth.tju.edu.cn/SESS/cn/szdw/lyys.htm
未来技术学院、国际工程师学院,http://tiei2014.tju.edu.cn/,http://tiei2014.tju.edu.cn//xysz.htm
国际教育学院,http://sie.tju.edu.cn/,http://sie.tju.edu.cn//./xygk/szjs/
新媒体与传播学院,https://snmc.tju.edu.cn/,https://snmc.tju.edu.cn/member.jsp?urltype=tree.TreeTempUrl&wbtreeid=1055
