text,href,twebsite
食品学院,http://foodsci.jiangnan.edu.cn/,http://foodsci.jiangnan.edu.cn//szdw/js.htm
生物工程学院,http://biotech.jiangnan.edu.cn/,http://biotech.jiangnan.edu.cn//szdw1/szjj.htm
设计学院,http://sodcn.jiangnan.edu.cn/,http://sodcn.jiangnan.edu.cn//xy/szdw.htm
纺织科学与工程学院,http://ctc.jiangnan.edu.cn/,http://ctc.jiangnan.edu.cn//szdw.htm
化学与材料工程学院,http://chem.jiangnan.edu.cn/,https://chem.jiangnan.edu.cn/szdw/yxrc.htm
物联网工程学院,http://iot.jiangnan.edu.cn/,http://iot.jiangnan.edu.cn//szdw/szgk.htm
环境与生态学院,http://see.jiangnan.edu.cn/,http://see.jiangnan.edu.cn//szdw1/js.htm
机械工程学院,http://sme.jiangnan.edu.cn/,http://sme.jiangnan.edu.cn//szdw/rcyj1.htm
君远学院,http://junyuan.jiangnan.edu.cn/,https://junyuan.jiangnan.edu.cn/jyjx/bksjy/szdw.htm
人工智能与计算机学院（软件学院）,http://ai.jiangnan.edu.cn/,http://ai.jiangnan.edu.cn//szdw1/szzp.htm
马克思主义学院,http://marxism.jiangnan.edu.cn/,http://marxism.jiangnan.edu.cn//szdw1/js_yjy.htm
无锡医学院（转化医学研究院）,http://wxms.jiangnan.edu.cn/,http://wxms.jiangnan.edu.cn//szdw/lcyxsz_j_.htm
生命科学与健康工程学院,http://slshe.jiangnan.edu.cn,http://slshe.jiangnan.edu.cn/szdw/yxrc.htm
商学院,http://busi.jiangnan.edu.cn/,http://busi.jiangnan.edu.cn//szdw/szgk1/hjx.htm
理学院,http://science.jiangnan.edu.cn/,http://science.jiangnan.edu.cn//xygk/szdw.htm
人文学院（教育学院）,http://renwen.jiangnan.edu.cn/,http://renwen.jiangnan.edu.cn//szdw.htm
外国语学院,http://foreign.jiangnan.edu.cn/,http://foreign.jiangnan.edu.cn//szdw/js.htm
法学院,http://law.jiangnan.edu.cn/,http://law.jiangnan.edu.cn//lest.jsp?urltype=tree.TreeTempUrl&wbtreeid=1097
