text,href,twebsite
电气工程与自动化学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=dqxy&type=w,https://dqxy.fzu.edu.cn/szdw/jsml.htm
机械工程及自动化学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=jxxy&type=w,https://jxxy.fzu.edu.cn/jsdw/tpjs.htm
数学与统计学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=math&type=w,https://math.fzu.edu.cn/szdw/axm.htm
化工学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=che&type=w,https://che.fzu.edu.cn/szdw/gccrc/gjjrc.htm
土木工程学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=civil&type=w,https://civil.fzu.edu.cn/szdw2/jsml.htm
环境与安全工程学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=es&type=w,https://es.fzu.edu.cn/szdw.htm
经济与管理学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=jgxy&type=w,https://jgxy.fzu.edu.cn/szdw.htm
生物科学与工程学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=bio&type=w,https://bio.fzu.edu.cn/szdw/jsml.htm
外国语学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=sfl&type=w,https://sfl.fzu.edu.cn/xygk/szdw.htm
计算机与大数据学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=ccds&type=w,https://ccds.fzu.edu.cn/szdw/zjms.htm
物理与信息工程学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=wx&type=w,https://wx.fzu.edu.cn/szdw/jsml.htm
微电子学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=wdz&type=w,https://wdz.fzu.edu.cn/szdw.htm
化学学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=chem&type=w,https://chem.fzu.edu.cn/szdw/ysfc.htm
建筑与城乡规划学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=jzxy&type=w,https://jzxy.fzu.edu.cn/szdw.htm
厦门工艺美术学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=art&type=w,https://art.fzu.edu.cn/szdw/jsml.htm
材料科学与工程学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=cl&type=w,https://cl.fzu.edu.cn/szdw/jsml.htm
法学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=law&type=w,https://law.fzu.edu.cn/gk/szdw.htm
先进制造学院与海洋学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=xjzz&type=w,https://xjzz.fzu.edu.cn/home/#/faculty/2
马克思主义学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=marx&type=w,https://marx.fzu.edu.cn/info/1008/2922.htm
人文社会科学学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=renwen&type=w,https://renwen.fzu.edu.cn/szdw/shxx.htm
梅努斯国际工程学院,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=miec&type=w,https://miec.fzu.edu.cn/szdw.htm
