text,href,twebsite
2011学院,http://2011college.njtech.edu.cn/,https://2011college.njtech.edu.cn/info/1016/1026.htm
安全科学与工程学院,http://cces.njtech.edu.cn/,http://cces.njtech.edu.cn//https://rsc.njtech.edu.cn/info/1011/2154.htm
环境科学与工程学院,http://hj.njtech.edu.cn/,http://hj.njtech.edu.cn//szdw/szll.htm
应急管理学院,http://cem.njtech.edu.cn/,http://cem.njtech.edu.cn//szrc/szbsh.htm
材料科学与工程学院,http://cly.njtech.edu.cn/,http://cly.njtech.edu.cn//szr/szxx.htm
化工学院,http://hgy.njtech.edu.cn/,http://hgy.njtech.edu.cn//szdw.htm
化学与分子工程学院,http://chem.njtech.edu.cn/,http://chem.njtech.edu.cn//szdw.htm
电气工程与控制科学学院,http://eecs.njtech.edu.cn/,http://eecs.njtech.edu.cn//szdw/szll.htm
机械与动力工程学院,http://mech.njtech.edu.cn/,http://mech.njtech.edu.cn//szdw/szdwjj.htm
能源科学与工程学院,http://ny.njtech.edu.cn/,http://ny.njtech.edu.cn//xygk/szdw.htm
药学院,http://pharm.njtech.edu.cn/,http://pharm.njtech.edu.cn//szdw1/bssds.htm
建筑学院,http://arch.njtech.edu.cn/,http://arch.njtech.edu.cn//xygk/szdw.htm
艺术设计学院,http://art.njtech.edu.cn/,https://art.njtech.edu.cn/xygk/jstd1/zgzc.htm
经济与管理学院,http://jgy.njtech.edu.cn/,http://jgy.njtech.edu.cn//szll.htm
马克思主义学院,http://zjy.njtech.edu.cn/,http://zjy.njtech.edu.cn//xygk/szll.htm
外国语言文学学院,http://english.njtech.edu.cn/,http://english.njtech.edu.cn//info/1084/1903.htm
食品与轻工学院,http://spy.njtech.edu.cn/,http://spy.njtech.edu.cn//szdw.htm
计算机与信息工程学院（人工智能学院）,http://cise.njtech.edu.cn/,http://cise.njtech.edu.cn//szdw.htm
柔性电子（未来技术）学院,http://iam.njtech.edu.cn/,http://iam.njtech.edu.cn//szdw/zrsz.htm
数理科学学院,http://lxy.njtech.edu.cn/,https://lxy.njtech.edu.cn/szdw/jsmd.htm
测绘科学与技术学院,http://cge.njtech.edu.cn/,http://cge.njtech.edu.cn//rcpy/szdw.htm
城市建设学院,http://csjsxy.njtech.edu.cn/,http://csjsxy.njtech.edu.cn//rcpy/szdw.htm
交通运输工程学院,http://trans.njtech.edu.cn/,http://trans.njtech.edu.cn//https://rsc.njtech.edu.cn/info/1082/3624.htm
土木工程学院,http://cce.njtech.edu.cn/,http://cce.njtech.edu.cn//xygk/szll.htm
