text,href,twebsite
医学院,https://www.med.stu.edu.cn/,https://www.med.stu.edu.cn/56/list_56_1.html
文学院,http://www.wxy.stu.edu.cn/,http://www.wxy.stu.edu.cn//article.php?LB=89&aa=102
工学院,https://eng.stu.edu.cn/,https://eng.stu.edu.cn//szll/szqk.htm
法学院,https://law.stu.edu.cn/,https://law.stu.edu.cn/xyjj/jsdw.htm
商学院,http://biz.stu.edu.cn/,http://biz.stu.edu.cn//sz/szll.htm
长江艺术与设计学院,https://ckad.stu.edu.cn/,https://ckad.stu.edu.cn//sztd1.htm
长江新闻与传播学院,http://media.stu.edu.cn/,http://media.stu.edu.cn//xyjs/szdw.htm
马克思主义学院,https://skb.stu.edu.cn/,https://skb.stu.edu.cn/xygk/szdw.htm
公共卫生学院,https://sph.stu.edu.cn,https://sph.stu.edu.cn/xygk/szdw.htm
化学化工学院,https://www.stu.edu.cn/hxhgxy,https://www.stu.edu.cn/hxhgxy/sztd1.htm
