text,href,twebsite
英语学院,http://seis.bfsu.edu.cn/,http://seis.bfsu.edu.cn/szdw.htm
欧洲语言文化学院,https://europe.bfsu.edu.cn/,https://europe.bfsu.edu.cn/szdw.htm
法语语言文化学院,https://french.bfsu.edu.cn/,https://french.bfsu.edu.cn/szdw.htm
日语学院（日研中心）,https://japan.bfsu.edu.cn/,https://japan.bfsu.edu.cn/szdw.htm
亚洲学院,https://asian.bfsu.edu.cn/,https://asian.bfsu.edu.cn/szdw.htm
高级翻译学院,https://gsti.bfsu.edu.cn/,https://gsti.bfsu.edu.cn/gftd/szdw.htm
国际商学院,http://ibs.bfsu.edu.cn/,http://ibs.bfsu.edu.cn/teacher_list.aspx?m=20140924134241013079
法学院,https://sl.bfsu.edu.cn/,https://sl.bfsu.edu.cn/szll.htm
专用英语学院,https://sesp.bfsu.edu.cn/,https://sesp.bfsu.edu.cn/xygk/szdw.htm
国际新闻与传播学院（艺术研究院）,https://sijc.bfsu.edu.cn/,https://sijc.bfsu.edu.cn/szdw/szdw.htm
北外学院,https://bwxy.bfsu.edu.cn/,https://bwxy.bfsu.edu.cn/szdw.htm
历史学院,https://globalhistory.bfsu.edu.cn/index.htm,https://globalhistory.bfsu.edu.cn/ar.htm?opType=view&chelID=2
继续教育学院,https://www.bwpx.com/,https://www.bwpx.com/gyxy/szdw.htm
德语学院,https://de.bfsu.edu.cn/,https://de.bfsu.edu.cn/xyjs/szdw.htm
西班牙语葡萄牙语学院,https://xpyx.bfsu.edu.cn/,https://xpyx.bfsu.edu.cn/szdw1.htm
阿拉伯学院,https://arab.bfsu.edu.cn/,https://arab.bfsu.edu.cn/index/szdw.htm
非洲学院,https://af.bfsu.edu.cn/,https://af.bfsu.edu.cn/szdw.htm
中国语言文学学院,https://iei.bfsu.edu.cn/,https://iei.bfsu.edu.cn/szgk/zzjs/yyxjyyyyx.htm
国际关系学院,https://sird.bfsu.edu.cn/,https://sird.bfsu.edu.cn/szll/szdw.htm
马克思主义学院,https://marxism.bfsu.edu.cn/,https://marxism.bfsu.edu.cn/szdw.htm
信息科学技术学院,https://sist.bfsu.edu.cn/,https://sist.bfsu.edu.cn/szdw.htm
国际教育学院,https://soe.bfsu.edu.cn/,https://soe.bfsu.edu.cn/szdw1/zbjs.htm
