text,href,twebsite
文法学院,http://www.wfxy.neu.edu.cn/,http://www.wfxy.neu.edu.cn///440/list.htm
马克思主义学院,http://www.marx.neu.edu.cn/,http://www.marx.neu.edu.cn/1837/list.htm
外国语学院,http://www.fsc.neu.edu.cn/,http://www.fsc.neu.edu.cn/3009/list.htm
艺术学院,http://www.arts.neu.edu.cn/,http://www.arts.neu.edu.cn///3509/list.htm
工商管理学院,http://sba.neu.edu.cn/,http://sba.neu.edu.cn/844/list.htm
理学院,http://cos.neu.edu.cn/,http://cos.neu.edu.cn///1112/list.htm
资源与土木工程学院,http://www.zitu.neu.edu.cn/,http://www.zitu.neu.edu.cn///974/list.htm
冶金学院,http://www.som.neu.edu.cn/,http://www.som.neu.edu.cn///8064/list.htm
材料科学与工程学院,http://www.mse.neu.edu.cn/,http://www.mse.neu.edu.cn/3046/list.htm
机械工程与自动化学院,http://www.me.neu.edu.cn/,http://www.me.neu.edu.cn/3205/list.htm
信息科学与工程学院,http://www.ise.neu.edu.cn/,http://www.ise.neu.edu.cn///150/list.htm
计算机科学与工程学院,http://www.cse.neu.edu.cn/,http://www.cse.neu.edu.cn///6265/list.htm
软件学院,http://sc.neu.edu.cn/,http://sc.neu.edu.cn///101/list.htm
医学与生物信息工程学院,http://www.bmie.neu.edu.cn/,http://www.bmie.neu.edu.cn/560/list.htm
生命科学与健康学院,http://www.clhs.neu.edu.cn/,http://www.clhs.neu.edu.cn/1940/list.htm
江河建筑学院,http://www.jz.neu.edu.cn/,http://www.jz.neu.edu.cn///szdw/list.htm
机器人科学与工程学院,http://www.rse.neu.edu.cn/,http://www.rse.neu.edu.cn///2104/list.htm
东北大学悉尼智能科技学院,http://sstc.neuq.edu.cn/,http://sstc.neuq.edu.cn//jx/szdw.htm
佛山研究生创新学院,http://www.fsgraduate.neu.edu.cn/,http://www.fsgraduate.neu.edu.cn/6690/list.htm
